"Ptagis_ID","Year","Q05","Q25","Q50","Q75","Q95","Mean"
"CHAMBC",2007,0.057962859,1.214083372,4.173978144,10.20779628,14.94266789,5.788853431
"CHAMBC",2020,0.136756145,0.967001738,3.303183756,9.263995559,13.60076942,5.207184864
"CHAMBC",1992,0.103318385,1.081334239,4.711461107,9.341755111,13.2861568,5.580553387
"CHAMBC",1993,0.020808628,0.921475084,4.015535526,8.181680592,11.49036511,4.7560753
"CHAMBC",2022,NA,NA,NA,NA,NA,NA
"CHAMBC",2010,0.367338152,1.088756498,3.719860202,8.856655439,13.22010137,5.0501418
"CHAMBC",2011,0.172131477,0.998892913,3.171112932,8.463809201,13.14663401,4.858770673
"CHAMBC",2024,NA,NA,NA,NA,NA,NA
"CHAMBC",2018,0.36662352,0.94407619,3.75159367,9.29823672,14.20373739,5.335990029
"CHAMBC",2019,0.240086447,0.816855651,4.086711235,9.385174908,13.56176005,5.369919832
"CHAMBC",2006,0.265095929,1.103309378,4.412623607,9.198791312,13.81508928,5.523931885
"CHAMBC",2016,0.290412767,1.409396489,5.657036699,9.21545031,13.15123868,5.734052482
"CHAMBC",2017,0.058913637,1.297598129,4.347040255,8.781855339,14.32919629,5.664263055
"CHAMBC",1994,0.224716257,0.971606841,4.885787257,9.854886375,13.89331651,5.569011782
"CHAMBC",2023,NA,NA,NA,NA,NA,NA
"CHAMBC",2005,0.243690166,1.500398784,4.231158448,8.747124149,13.76735855,5.522282026
"CHAMBC",1996,0,1.218367103,3.343081824,6.367123759,12.50190702,4.470273214
"CHAMBC",2003,0.335992777,1.291139625,4.101552757,8.799249853,14.14194443,5.350425482
"CHAMBC",2004,0.213487078,0.89857859,4.873721972,9.414420745,13.84298522,5.464397071
"CHAMBC",1995,0.180865722,1.098907116,3.677824215,7.750968926,12.40390445,4.808574304
"CHAMBC",2015,0.176974167,1.395692482,4.775828582,10.16530849,13.81885826,5.996185376
"CHAMBC",2012,0.131632751,0.829597906,4.105366286,9.793112394,14.16105322,5.31792475
"CHAMBC",2013,0.123104226,1.033018329,3.893235146,10.16978341,14.40611875,5.654540741
"CHAMBC",2014,0.278929609,1.343752027,3.904260779,9.147038444,14.0521803,5.226208353
"CHAMBC",1998,0.164165616,0.88694171,3.340944027,8.110298899,14.2218831,5.194459656
"CHAMBC",2000,0.086258354,1.250682092,4.904087156,7.946460315,13.51213463,5.367874098
"CHAMBC",2001,0.037419386,0.77955892,3.790271394,10.28101881,14.08074127,5.539061127
"CHAMBC",2002,0.162887769,1.015096149,3.787361398,9.249067396,13.59147243,5.278726487
"CHAMBC",1999,0.2079411,1.070807037,3.687225162,7.163181938,12.94714916,4.678262033
"CHAMBC",1997,0,0.785505627,3.221414967,8.214141241,12.37647329,4.655371897
"CHAMWF",2007,0,0.981026827,3.902033047,9.700484644,13.99505867,5.546995399
"CHAMWF",2008,0,0.977862206,3.641137074,8.010433331,12.62091834,4.734819069
"CHAMWF",2009,0.046626985,1.107362473,3.781359798,9.531107828,12.84488366,5.119551567
"CHAMWF",2010,0.044386562,0.917343298,3.33327323,8.463261946,12.64340313,4.767054168
"CHAMWF",2011,0,0.749834789,2.926626498,8.503145479,12.60456691,4.673794454
"CHAMWF",2003,0.000464236,1.047035587,3.75616361,8.865983949,13.57987046,5.103093617
"CHAMWF",2004,0.002445241,0.76364812,4.492490672,8.875321292,13.16152072,5.199034377
"CHAMWF",2005,0,1.168415976,4.014751192,8.424026457,13.12735396,5.260036831
"CHAMWF",2006,0.13357881,1.015689078,4.185236183,9.474016695,13.19503398,5.312996702
"CHAMWF",2020,0,0.758630166,2.928542808,9.169213467,13.02464606,4.968303116
"CHAMWF",2021,0,0.612610235,4.297891887,10.54380512,14.30386492,5.637150391
"CHAMWF",2022,NA,NA,NA,NA,NA,NA
"CHAMWF",2023,NA,NA,NA,NA,NA,NA
"CHAMWF",2024,NA,NA,NA,NA,NA,NA
"CHAMWF",2012,0,0.687351963,4.062380569,9.493495572,13.51492103,5.092158235
"CHAMWF",2013,0,0.897568835,3.781995965,10.38058804,13.66684007,5.427452052
"CHAMWF",2014,0.137758855,1.150907627,3.647177272,8.869875585,13.39939902,4.993967114
"CHAMWF",2015,0.007538821,1.102059728,4.588120894,10.22757287,13.31542164,5.674475662
"CHAMWF",2016,0.111685847,1.156337503,4.888751454,9.350381456,12.69966525,5.489687035
"CHAMWF",2017,0,1.076079914,4.093355232,9.464570398,13.6261627,5.436430639
"CHAMWF",2018,0.133865711,0.754652311,3.340910736,9.325012763,13.44092746,5.041998276
"CHAMWF",2019,0,0.617840587,3.795347736,9.271102306,12.94748281,5.109692399
